date,num_projects,workload_units,num_eeq_projects,num_epc_projects,num_no_type_projects,eeq_workload,epc_workload,total_workload,available_workload,region,role,[ESO] Stage,assigned_status
2023-06-11,4,4,0,0,4,0.0,0.0,0.0,4.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-06-12,4,4,0,0,4,0.0,0.0,0.0,4.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-06-13,4,4,0,0,4,0.0,0.0,0.0,4.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-06-14,4,4,0,0,4,0.0,0.0,0.0,4.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-06-15,4,4,0,0,4,0.0,0.0,0.0,4.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-06-16,4,4,0,0,4,0.0,0.0,0.0,4.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-06-17,4,4,0,0,4,0.0,0.0,0.0,4.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-06-18,4,4,0,0,4,0.0,0.0,0.0,4.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-06-19,4,4,0,0,4,0.0,0.0,0.0,4.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-06-20,3,3,0,0,3,0.0,0.0,0.0,3.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-06-21,3,3,0,0,3,0.0,0.0,0.0,3.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-06-22,3,3,0,0,3,0.0,0.0,0.0,3.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-06-23,3,3,0,0,3,0.0,0.0,0.0,3.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-06-24,3,3,0,0,3,0.0,0.0,0.0,3.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-06-25,3,3,0,0,3,0.0,0.0,0.0,3.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-06-26,3,3,0,0,3,0.0,0.0,0.0,3.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-06-27,3,3,0,0,3,0.0,0.0,0.0,3.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-06-28,3,3,0,0,3,0.0,0.0,0.0,3.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-06-29,3,3,0,0,3,0.0,0.0,0.0,3.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-06-30,3,3,0,0,3,0.0,0.0,0.0,3.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-07-01,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-07-02,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-07-03,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-07-04,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-07-05,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-07-06,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-07-07,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-07-08,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-07-09,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-07-10,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-07-11,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-07-12,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-07-13,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-07-14,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-07-15,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-07-16,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-07-17,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-07-18,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-07-19,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-07-20,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-07-21,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-07-22,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-07-23,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-07-24,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-07-25,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-07-26,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-07-27,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-07-28,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-07-29,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-07-30,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-07-31,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-08-01,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-08-02,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-08-03,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-08-04,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-08-05,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-08-06,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-08-07,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-08-08,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-08-09,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-08-10,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-08-11,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-08-12,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-08-13,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-08-14,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-08-15,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-08-16,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-08-17,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-08-18,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-08-19,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-08-20,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-08-21,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-08-22,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-08-23,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-08-24,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-08-25,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-08-26,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-08-27,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-08-28,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-08-29,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-08-30,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-08-31,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-09-01,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-09-02,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-09-03,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-09-04,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-09-05,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-09-06,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-09-07,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-09-08,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-09-09,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-09-10,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-09-11,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-09-12,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-09-13,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-09-14,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-09-15,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-09-16,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-09-17,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-09-18,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-09-19,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-09-20,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-09-21,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-09-22,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-09-23,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-09-24,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-09-25,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-09-26,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-09-27,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-09-28,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-09-29,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-09-30,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-10-01,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-10-02,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-10-03,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-10-04,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-10-05,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-10-06,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-10-07,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-10-08,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-10-09,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2023-10-10,1,1,0,0,1,0.0,0.0,0.0,1.0,AMER,Solution Engineer,G2 - Delivery,assigned
2022-01-01,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-01-02,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-01-03,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-01-04,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-01-05,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-01-06,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-01-07,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-01-08,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-01-09,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-01-10,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-01-11,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-01-12,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-01-13,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-01-14,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-01-15,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-01-16,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-01-17,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-01-18,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-01-19,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-01-20,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-01-21,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-01-22,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-01-23,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-01-24,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-01-25,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-01-26,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-01-27,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-01-28,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-01-29,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-01-30,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-01-31,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-02-01,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-02-02,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-02-03,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-02-04,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-02-05,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-02-06,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-02-07,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-02-08,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-02-09,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-02-10,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-02-11,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-02-12,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-02-13,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-02-14,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-02-15,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-02-16,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-02-17,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-02-18,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-02-19,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-02-20,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-02-21,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-02-22,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-02-23,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-02-24,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-02-25,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-02-26,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-02-27,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-02-28,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-03-01,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-03-02,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-03-03,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-03-04,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-03-05,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-03-06,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-03-07,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-03-08,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-03-09,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-03-10,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-03-11,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-03-12,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-03-13,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-03-14,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-03-15,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-03-16,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-03-17,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-03-18,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-03-19,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-03-20,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-03-21,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-03-22,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-03-23,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-03-24,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-03-25,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-03-26,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-03-27,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-03-28,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-03-29,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-03-30,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-03-31,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-04-01,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-04-02,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-04-03,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-04-04,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-04-05,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-04-06,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-04-07,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-04-08,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-04-09,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-04-10,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-04-11,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-04-12,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-04-13,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-04-14,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-04-15,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-04-16,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-04-17,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-04-18,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-04-19,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-04-20,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-04-21,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-04-22,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-04-23,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
2022-04-24,2,2,0,0,2,0.0,0.0,0.0,2.0,AMER,Solution Engineer,G3 - Lifecycle,assigned
