date,num_projects,workload_units,num_eeq_projects,num_epc_projects,num_no_type_projects,eeq_workload,epc_workload,total_workload,region,role,[ESO] Stage,assigned_status
2022-12-09,4,4,0,0,4,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2022-12-10,4,4,0,0,4,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2022-12-11,4,4,0,0,4,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2022-12-12,4,4,0,0,4,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2022-12-13,4,4,0,0,4,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2022-12-14,4,4,0,0,4,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2022-12-15,4,4,0,0,4,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2022-12-16,4,4,0,0,4,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2022-12-17,4,4,0,0,4,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2022-12-18,4,4,0,0,4,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2022-12-19,4,4,0,0,4,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2022-12-20,4,4,0,0,4,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2022-12-21,4,4,0,0,4,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2022-12-22,4,4,0,0,4,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2022-12-23,4,4,0,0,4,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2022-12-24,4,4,0,0,4,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2022-12-25,4,4,0,0,4,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2022-12-26,4,4,0,0,4,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2022-12-27,4,4,0,0,4,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2022-12-28,4,4,0,0,4,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2022-12-29,4,4,0,0,4,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2022-12-30,4,4,0,0,4,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2022-12-31,4,4,0,0,4,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-01-01,4,4,0,0,4,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-01-02,4,4,0,0,4,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-01-03,4,4,0,0,4,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-01-04,4,4,0,0,4,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-01-05,4,4,0,0,4,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-01-06,4,4,0,0,4,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-01-07,4,4,0,0,4,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-01-08,4,4,0,0,4,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-01-09,4,4,0,0,4,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-01-10,4,4,0,0,4,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-01-11,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-01-12,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-01-13,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-01-14,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-01-15,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-01-16,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-01-17,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-01-18,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-01-19,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-01-20,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-01-21,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-01-22,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-01-23,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-01-24,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-01-25,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-01-26,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-01-27,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-01-28,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-01-29,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-01-30,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-01-31,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-02-01,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-02-02,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-02-03,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-02-04,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-02-05,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-02-06,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-02-07,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-02-08,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-02-09,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-02-10,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-02-11,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-02-12,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-02-13,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-02-14,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-02-15,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-02-16,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-02-17,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-02-18,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-02-19,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-02-20,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-02-21,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-02-22,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-02-23,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-02-24,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-02-25,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-02-26,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-02-27,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-02-28,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-03-01,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-03-02,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-03-03,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-03-04,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-03-05,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-03-06,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-03-07,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-03-08,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-03-09,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-03-10,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-03-11,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-03-12,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-03-13,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-03-14,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-03-15,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-03-16,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-03-17,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-03-18,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-03-19,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-03-20,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-03-21,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-03-22,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-03-23,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-03-24,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-03-25,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-03-26,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-03-27,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-03-28,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-03-29,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-03-30,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-03-31,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-04-01,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-04-02,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-04-03,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-04-04,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-04-05,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-04-06,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-04-07,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-04-08,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-04-09,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-04-10,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-04-11,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-04-12,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-04-13,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-04-14,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-04-15,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-04-16,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-04-17,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-04-18,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-04-19,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-04-20,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-04-21,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-04-22,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-04-23,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-04-24,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-04-25,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-04-26,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-04-27,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-04-28,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-04-29,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-04-30,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-05-01,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-05-02,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-05-03,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-05-04,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-05-05,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-05-06,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-05-07,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-05-08,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-05-09,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-05-10,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-05-11,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-05-12,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-05-13,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-05-14,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-05-15,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-05-16,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-05-17,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-05-18,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-05-19,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-05-20,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-05-21,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-05-22,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-05-23,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-05-24,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-05-25,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-05-26,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-05-27,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-05-28,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-05-29,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-05-30,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-05-31,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-06-01,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-06-02,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-06-03,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-06-04,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-06-05,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-06-06,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-06-07,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-06-08,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-06-09,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-06-10,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-06-11,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-06-12,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-06-13,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-06-14,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-06-15,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-06-16,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-06-17,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-06-18,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-06-19,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-06-20,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-06-21,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-06-22,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-06-23,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-06-24,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-06-25,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-06-26,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-06-27,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-06-28,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-06-29,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-06-30,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-07-01,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-07-02,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-07-03,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-07-04,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-07-05,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-07-06,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-07-07,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-07-08,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-07-09,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-07-10,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-07-11,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-07-12,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-07-13,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-07-14,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-07-15,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-07-16,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-07-17,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-07-18,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-07-19,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-07-20,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-07-21,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-07-22,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-07-23,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-07-24,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-07-25,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-07-26,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-07-27,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-07-28,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-07-29,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-07-30,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-07-31,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-08-01,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-08-02,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-08-03,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-08-04,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-08-05,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-08-06,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-08-07,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-08-08,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-08-09,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-08-10,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-08-11,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-08-12,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-08-13,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-08-14,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-08-15,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-08-16,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-08-17,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-08-18,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-08-19,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-08-20,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-08-21,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-08-22,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-08-23,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-08-24,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-08-25,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-08-26,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-08-27,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-08-28,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-08-29,5,5,0,0,5,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-08-30,3,3,0,0,3,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-08-31,3,3,0,0,3,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-09-01,3,3,0,0,3,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-09-02,3,3,0,0,3,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-09-03,3,3,0,0,3,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-09-04,3,3,0,0,3,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-09-05,3,3,0,0,3,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-09-06,3,3,0,0,3,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-09-07,3,3,0,0,3,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-09-08,3,3,0,0,3,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-09-09,3,3,0,0,3,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-09-10,3,3,0,0,3,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-09-11,3,3,0,0,3,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-09-12,3,3,0,0,3,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-09-13,3,3,0,0,3,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-09-14,3,3,0,0,3,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-09-15,3,3,0,0,3,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-09-16,3,3,0,0,3,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-09-17,3,3,0,0,3,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-09-18,3,3,0,0,3,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-09-19,3,3,0,0,3,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-09-20,3,3,0,0,3,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-09-21,3,3,0,0,3,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-09-22,3,3,0,0,3,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-09-23,3,3,0,0,3,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-09-24,3,3,0,0,3,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-09-25,3,3,0,0,3,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-09-26,3,3,0,0,3,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-09-27,3,3,0,0,3,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-09-28,3,3,0,0,3,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-09-29,3,3,0,0,3,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-09-30,2,2,0,0,2,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-10-01,2,2,0,0,2,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-10-02,2,2,0,0,2,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-10-03,2,2,0,0,2,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-10-04,2,2,0,0,2,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-10-05,2,2,0,0,2,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
2023-10-06,2,2,0,0,2,0.0,0.0,0.0,MEA,Project Manager,A,unassigned
